gender,state,city,county,amount,plan,event_type,daystoresolve,event_date_gap,age,service
M,New Mexico,Alamogordo,Otero,435.0,{'100_Mbps'},"['ticket', 'order']",37.0,243,37,1
F,Arkansas,Winslow,Washington,680.0,"{'300_Mbps', '25_Mbps'}","['ticket', 'order']",72.0,333,28,1
M,Ohio,Lynx,Adams,1170.0,{'300_Mbps'},"['ticket', 'order']",51.0,382,40,2
M,Georgia,Leslie,Sumter,445.0,{'300_Mbps'},"['ticket', 'order']",0.0,136,25,1
M,Georgia,Montrose,Laurens,135.0,{'25_Mbps'},['order'],0.0,0,24,1
M,Pennsylvania,Perkasie,Bucks,1140.0,"{'200_Mbps', '300_Mbps', '500_Mbps', '25_Mbps'}","['ticket', 'order']",2.0,780,56,3
M,Alabama,Hollywood,Jackson,870.0,"{'200_Mbps', '500_Mbps'}","['ticket', 'order']",12.0,120,78,2
F,Missouri,Urbana,Dallas,955.0,{'500_Mbps'},['order'],0.0,480,67,2
F,New York,Albany,Albany,1365.0,"{'1_Gbps', '200_Mbps', '500_Mbps'}","['ticket', 'order']",2.0,698,27,3
F,Pennsylvania,Wiconisco,Dauphin,720.0,"{'100_Mbps', '500_Mbps'}","['ticket', 'order']",5.0,360,22,1
F,Texas,Scotland,Archer,955.0,{'500_Mbps'},"['ticket', 'order']",29.0,480,37,2
F,Kentucky,Stoney Fork,Bell,2360.0,{'1_Gbps'},"['ticket', 'order']",2.0,1050,48,3
F,Pennsylvania,Mount Jewett,McKean,1235.0,{'200_Mbps'},"['ticket', 'order']",61.0,780,67,3
M,New York,South Otselic,Chenango,325.0,{'1_Gbps'},"['ticket', 'order']",7.0,18,27,1
M,Minnesota,Seaforth,Redwood,235.0,{'25_Mbps'},"['ticket', 'order']",4.0,150,39,1
M,Arkansas,Okolona,Clark,330.0,{'100_Mbps'},"['ticket', 'order']",31.0,180,62,1
M,Texas,San Antonio,Bexar,670.0,{'300_Mbps'},"['ticket', 'order']",2.0,237,33,1
M,Minnesota,Spring Lake,Itasca,1255.0,"{'1_Gbps', '100_Mbps'}","['ticket', 'order']",19.0,780,24,3
F,North Carolina,Falkland,Pitt,855.0,"{'1_Gbps', '200_Mbps', '300_Mbps'}","['ticket', 'order']",10.0,392,42,2
M,New York,Fillmore,Allegany,1410.0,"{'100_Mbps', '300_Mbps'}","['ticket', 'order']",14.0,873,43,3
M,Georgia,Madison,Morgan,830.0,{'200_Mbps'},"['ticket', 'order']",35.0,510,102,2
M,Texas,Refugio,Refugio,780.0,{'100_Mbps'},['order'],0.0,0,92,2
M,Florida,Port Charlotte,Charlotte,890.0,{'25_Mbps'},"['ticket', 'order']",13.0,701,19,3
F,Pennsylvania,Jenkintown,Montgomery,1670.0,{'500_Mbps'},"['ticket', 'order']",16.0,598,26,3
F,Pennsylvania,Turtle Creek,Allegheny,245.0,{'200_Mbps'},"['ticket', 'order']",61.0,61,46,1
M,New York,Hadley,Saratoga,1505.0,{'500_Mbps'},"['ticket', 'order']",65.0,780,46,3
M,Pennsylvania,Mill Creek,Huntingdon,1340.0,{'100_Mbps'},"['ticket', 'order']",15.0,960,78,3
F,Alabama,Boykin,Wilcox,1045.0,"{'1_Gbps', '500_Mbps', '25_Mbps'}","['ticket', 'order']",19.0,450,100,2
M,Minnesota,Graceville,Big Stone,360.0,{'25_Mbps'},"['ticket', 'order']",11.0,300,40,1
M,Texas,Bailey,Fannin,1910.0,"{'1_Gbps', '200_Mbps', '300_Mbps'}","['ticket', 'order']",48.0,987,52,3
F,Pennsylvania,Ambridge,Beaver,470.0,{'25_Mbps'},"['ticket', 'order']",32.0,420,40,2
M,Texas,Ivanhoe,Fannin,1840.0,{'1_Gbps'},"['ticket', 'order']",34.0,717,67,3
M,Missouri,Kansas City,Platte,1870.0,{'300_Mbps'},"['ticket', 'order']",24.0,874,50,3
M,Pennsylvania,West Milton,Union,700.0,"{'1_Gbps', '300_Mbps', '25_Mbps'}","['ticket', 'order']",3.0,390,59,2
F,Pennsylvania,Madera,Clearfield,125.0,{'200_Mbps'},None,0.0,0,19,0
F,Arkansas,Kensett,White,210.0,{'25_Mbps'},"['ticket', 'order']",15.0,120,42,1
F,South Carolina,Adams Run,Charleston,1010.0,{'500_Mbps'},"['ticket', 'order']",68.0,263,27,2
F,Minnesota,Loman,Koochiching,925.0,"{'1_Gbps', '300_Mbps'}","['ticket', 'order']",10.0,328,44,2
M,North Carolina,Spruce Pine,Mitchell,730.0,"{'100_Mbps', '500_Mbps'}","['ticket', 'order']",44.0,350,22,2
M,Texas,Los Fresnos,Cameron,550.0,"{'200_Mbps', '300_Mbps', '500_Mbps', '25_Mbps'}","['ticket', 'order']",49.0,270,19,1
M,Pennsylvania,Irvine,Warren,625.0,"{'200_Mbps', '100_Mbps', '25_Mbps'}","['ticket', 'order']",44.0,423,37,2
F,Pennsylvania,Cheswick,Allegheny,980.0,"{'300_Mbps', '25_Mbps'}",['order'],0.0,750,25,3
F,Georgia,Atlanta,Fulton,1200.0,"{'1_Gbps', '200_Mbps', '500_Mbps'}","['ticket', 'order']",19.0,600,35,2
M,Pennsylvania,New Wilmington,Lawrence,2060.0,"{'100_Mbps', '500_Mbps'}","['ticket', 'order']",30.0,960,35,4
M,Pennsylvania,South Gibson,Susquehanna,1190.0,{'1_Gbps'},['order'],0.0,510,43,2
M,South Carolina,Lodge,Colleton,670.0,"{'100_Mbps', '25_Mbps'}",['order'],0.0,210,23,2
M,Oklahoma,Tulsa,Tulsa,1725.0,{'500_Mbps'},"['ticket', 'order']",17.0,845,19,3
M,Pennsylvania,Genesee,Potter,830.0,{'25_Mbps'},"['ticket', 'order']",105.0,730,96,3
M,New York,Brookhaven,Suffolk,1790.0,"{'100_Mbps', '500_Mbps'}","['ticket', 'order']",4.0,660,40,3
M,Texas,Byers,Clay,285.0,"{'500_Mbps', '25_Mbps'}","['ticket', 'order']",23.0,180,38,1
F,Ohio,Columbus,Franklin,1775.0,{'200_Mbps'},"['ticket', 'order']",13.0,1140,31,4
F,Texas,San Felipe,Austin,870.0,{'300_Mbps'},"['ticket', 'order']",34.0,266,66,2
M,Missouri,Tunas,Dallas,890.0,"{'100_Mbps', '300_Mbps'}","['ticket', 'order']",44.0,465,98,2
F,North Carolina,Olin,Iredell,765.0,"{'1_Gbps', '100_Mbps'}","['ticket', 'order']",33.0,270,52,1
M,Alabama,Lester,Limestone,135.0,{'25_Mbps'},"['ticket', 'order']",0.0,16,52,1
F,Iowa,Griswold,Cass,535.0,{'300_Mbps'},['order'],0.0,0,21,1
M,Texas,Hungerford,Wharton,1440.0,"{'200_Mbps', '100_Mbps', '25_Mbps'}","['ticket', 'order']",11.0,567,40,3
M,Alabama,Brookside,Jefferson,820.0,"{'1_Gbps', '100_Mbps'}",['order'],0.0,420,31,2
F,Nebraska,Culbertson,Hitchcock,980.0,"{'300_Mbps', '25_Mbps'}","['ticket', 'order']",25.0,450,48,2
M,Nebraska,Cook,Johnson,875.0,"{'100_Mbps', '500_Mbps'}","['ticket', 'order']",56.0,381,40,2
F,Iowa,Merrill,Plymouth,2164.0,{'500_Mbps'},"['ticket', 'order']",10.0,157,25,4
M,Alabama,Oakman,Walker,820.0,{'300_Mbps'},"['ticket', 'order']",30.0,385,22,2
M,Georgia,Barney,Brooks,965.0,{'200_Mbps'},"['ticket', 'order']",16.0,385,58,2
M,Missouri,Springfield,Greene,740.0,{'25_Mbps'},"['ticket', 'order']",23.0,408,28,2
F,North Carolina,Windsor,Bertie,700.0,{'100_Mbps'},"['ticket', 'order']",68.0,451,33,2
M,South Carolina,Mc Coll,Marlboro,760.0,"{'100_Mbps', '300_Mbps'}","['ticket', 'order']",9.0,323,47,2
M,Georgia,Murrayville,Hall,1395.0,"{'1_Gbps', '100_Mbps', '25_Mbps'}","['ticket', 'order']",27.0,910,21,4
M,Kentucky,Wayland,Floyd,785.0,{'200_Mbps'},['order'],0.0,0,20,2
M,Pennsylvania,Cyclone,McKean,680.0,"{'200_Mbps', '100_Mbps'}","['ticket', 'order']",6.0,360,42,2
F,Texas,Center Point,Kerr,470.0,{'100_Mbps'},['order'],0.0,0,26,1
F,New York,Bliss,Wyoming,1130.0,{'25_Mbps'},"['ticket', 'order']",5.0,573,47,3
F,Iowa,College Springs,Page,2000.0,{'200_Mbps'},"['ticket', 'order']",27.0,1156,37,4
F,Missouri,Walnut Grove,Greene,1830.0,"{'1_Gbps', '300_Mbps'}","['ticket', 'order']",38.0,769,41,3
F,New York,New York,New York,770.0,"{'200_Mbps', '25_Mbps'}","['ticket', 'order']",37.0,433,21,2
M,New York,Swan Lake,Sullivan,1000.0,"{'100_Mbps', '300_Mbps'}","['ticket', 'order']",19.0,469,59,2
M,Kentucky,London,Laurel,650.0,{'200_Mbps'},"['ticket', 'order']",26.0,156,32,1
M,North Carolina,Glade Valley,Alleghany,1385.0,"{'100_Mbps', '500_Mbps', '25_Mbps'}","['ticket', 'order']",61.0,623,60,3
M,North Carolina,Jackson,Northampton,1580.0,{'1_Gbps'},"['ticket', 'order']",37.0,653,42,2
M,Pennsylvania,Wind Gap,Northampton,185.0,{'25_Mbps'},"['ticket', 'order']",24.0,90,66,1
M,Ohio,Derby,Pickaway,1065.0,"{'300_Mbps', '500_Mbps', '25_Mbps'}","['ticket', 'order']",66.0,552,23,2
F,New York,Cherry Creek,Chautauqua,1125.0,{'1_Gbps'},"['ticket', 'order']",38.0,369,25,2
F,New York,North Salem,Westchester,1415.0,{'200_Mbps'},"['ticket', 'order']",69.0,824,56,3
M,Texas,Beaumont,Jefferson,1945.0,{'500_Mbps'},"['ticket', 'order']",27.0,896,28,3
M,Nebraska,Friend,Saline,1150.0,"{'1_Gbps', '200_Mbps', '100_Mbps', '300_Mbps'}","['ticket', 'order']",9.0,600,51,2
M,Pennsylvania,Loysville,Perry,130.0,{'300_Mbps'},None,0.0,0,73,0
M,North Carolina,Laurel Hill,Scotland,565.0,{'1_Gbps'},"['ticket', 'order']",33.0,210,60,1
M,Pennsylvania,Ringtown,Schuylkill,1630.0,"{'1_Gbps', '100_Mbps', '500_Mbps'}",['order'],0.0,450,56,3
M,New York,Clarksville,Albany,505.0,"{'200_Mbps', '500_Mbps', '25_Mbps'}","['ticket', 'order']",19.0,270,35,1
M,Pennsylvania,Lancaster,Lancaster,1070.0,"{'100_Mbps', '300_Mbps'}","['ticket', 'order']",59.0,660,55,2
M,Kentucky,Junction City,Boyle,1060.0,{'100_Mbps'},"['ticket', 'order']",15.0,495,48,2
M,South Carolina,Drayton,Spartanburg,1905.0,{'1_Gbps'},"['ticket', 'order']",15.0,794,42,3
M,Georgia,Garfield,Emanuel,1385.0,{'1_Gbps'},"['ticket', 'order']",7.0,363,24,2
F,Texas,Houston,Harris,925.0,"{'200_Mbps', '300_Mbps'}","['ticket', 'order']",22.0,540,19,2
F,Texas,Rosharon,Brazoria,1280.0,{'200_Mbps'},"['ticket', 'order']",45.0,519,19,3
M,Alabama,Newville,Henry,540.0,"{'1_Gbps', '200_Mbps', '25_Mbps'}","['ticket', 'order']",27.0,270,28,1
M,Mississippi,Newton,Newton,820.0,{'300_Mbps'},"['ticket', 'order']",3.0,212,20,2
F,Missouri,Saint Louis,St. Louis,870.0,"{'100_Mbps', '300_Mbps'}",['order'],0.0,30,75,2
M,Ohio,Glencoe,Belmont,605.0,"{'200_Mbps', '25_Mbps'}","['ticket', 'order']",11.0,480,30,2
F,Ohio,Youngstown,Mahoning,575.0,"{'1_Gbps', '300_Mbps', '500_Mbps'}",['order'],0.0,270,54,1
M,Missouri,Seligman,Barry,1385.0,{'1_Gbps'},"['ticket', 'order']",11.0,513,87,2
F,Ohio,Warsaw,Coshocton,1715.0,"{'1_Gbps', '200_Mbps', '25_Mbps'}","['ticket', 'order']",43.0,840,57,3
M,Oklahoma,Mcloud,Pottawatomie,135.0,{'25_Mbps'},"['ticket', 'order']",5.0,27,48,1
F,North Carolina,Manns Harbor,Dare,385.0,{'500_Mbps'},"['ticket', 'order']",20.0,73,22,1
M,Mississippi,Pachuta,Jasper,675.0,"{'100_Mbps', '200_Mbps', '300_Mbps'}","['ticket', 'order']",29.0,420,37,2
F,Mississippi,Liberty,Amite,980.0,"{'200_Mbps', '100_Mbps'}","['ticket', 'order']",10.0,630,25,2
M,Missouri,Palmyra,Marion,970.0,{'300_Mbps'},"['ticket', 'order']",51.0,464,57,2
M,New York,Pyrites,St. Lawrence,860.0,"{'300_Mbps', '500_Mbps'}","['ticket', 'order']",12.0,450,28,2
F,Ohio,Ashley,Delaware,685.0,{'1_Gbps'},"['ticket', 'order']",52.0,270,32,1
M,Texas,San Antonio,Bexar,1225.0,"{'500_Mbps', '25_Mbps'}","['ticket', 'order']",27.0,692,55,3
F,Florida,Gulf Hammock,Levy,830.0,{'25_Mbps'},"['ticket', 'order']",68.0,692,64,3
M,Texas,Denton,Denton,1560.0,{'500_Mbps'},['order'],0.0,0,27,3
F,Arkansas,Smackover,Union,500.0,{'25_Mbps'},"['ticket', 'order']",48.0,231,26,2
M,Pennsylvania,Cadogan,Armstrong,145.0,{'1_Gbps'},None,0.0,0,43,1
M,Georgia,Valdosta,Lowndes,295.0,{'100_Mbps'},"['ticket', 'order']",29.0,105,46,1
F,Ohio,Jerry City,Wood,740.0,"{'100_Mbps', '300_Mbps'}","['ticket', 'order']",12.0,420,41,2
M,Pennsylvania,Marcus Hook,Delaware,1420.0,{'100_Mbps'},"['ticket', 'order']",15.0,912,47,3
M,Ohio,Amherst,Lorain,590.0,"{'200_Mbps', '25_Mbps'}","['ticket', 'order']",24.0,324,81,1
F,New York,Eastport,Suffolk,1885.0,"{'1_Gbps', '25_Mbps'}","['ticket', 'order']",28.0,805,21,3
F,Florida,Fort Lauderdale,Broward,175.0,"{'200_Mbps', '500_Mbps'}","['ticket', 'order']",73.0,30,20,1
F,Kentucky,Whitesburg,Letcher,875.0,{'200_Mbps'},"['ticket', 'order']",52.0,540,25,2
M,Pennsylvania,Hunlock Creek,Luzerne,1190.0,{'1_Gbps'},"['ticket', 'order']",42.0,460,18,2
M,Pennsylvania,Langhorne,Bucks,1620.0,{'300_Mbps'},['order'],0.0,0,52,3
F,Ohio,Akron,Summit,325.0,{'1_Gbps'},"['ticket', 'order']",72.0,58,86,1
M,Texas,Lolita,Jackson,1410.0,"{'300_Mbps', '25_Mbps'}","['ticket', 'order']",2.0,1140,56,4
F,Florida,Inlet Beach,Walton,875.0,{'200_Mbps'},"['ticket', 'order']",35.0,469,22,2
F,Texas,Claude,Armstrong,910.0,"{'200_Mbps', '100_Mbps', '25_Mbps'}","['ticket', 'order']",57.0,690,31,2
M,Missouri,Saint Louis,St. Louis,1190.0,{'1_Gbps'},"['ticket', 'order']",96.0,391,61,2
F,Texas,Carlsbad,Tom Green,1460.0,"{'300_Mbps', '500_Mbps'}","['ticket', 'order']",20.0,270,28,3
M,Pennsylvania,Scenery Hill,Washington,950.0,"{'1_Gbps', '100_Mbps', '500_Mbps'}","['ticket', 'order']",40.0,423,50,2
M,Ohio,Upper Sandusky,Wyandot,190.0,"{'1_Gbps', '300_Mbps'}","['ticket', 'order']",36.0,30,44,1
M,New York,Ashland,Greene,260.0,"{'200_Mbps', '300_Mbps', '25_Mbps'}","['ticket', 'order']",87.0,120,57,1
F,Mississippi,Pelahatchie,Rankin,620.0,{'25_Mbps'},"['ticket', 'order']",2.0,272,28,2
M,Iowa,Cambridge,Story,920.0,"{'200_Mbps', '25_Mbps'}","['ticket', 'order']",25.0,540,63,2
M,Ohio,Cincinnati,Hamilton,1080.0,"{'300_Mbps', '500_Mbps'}","['ticket', 'order']",27.0,600,19,2
F,Ohio,Cortland,Trumbull,1430.0,"{'200_Mbps', '100_Mbps'}","['ticket', 'order']",20.0,846,72,3
M,Missouri,New Cambria,Macon,1070.0,{'300_Mbps'},"['ticket', 'order']",55.0,335,35,2
F,Arkansas,Higginson,White,2110.0,{'500_Mbps'},"['ticket', 'order']",34.0,977,77,3
M,New York,Boonville,Oneida,360.0,{'25_Mbps'},"['ticket', 'order']",44.0,300,74,1
M,Kentucky,Nortonville,Hopkins,1435.0,"{'1_Gbps', '200_Mbps', '100_Mbps'}",['order'],0.0,630,60,3
F,New Mexico,Aragon,Catron,930.0,"{'300_Mbps', '500_Mbps'}",['order'],0.0,60,41,2
M,New York,Saratoga Springs,Saratoga,565.0,{'200_Mbps'},"['ticket', 'order']",29.0,330,24,1
M,Kentucky,Versailles,Woodford,950.0,"{'300_Mbps', '25_Mbps'}","['ticket', 'order']",11.0,361,44,3
F,North Carolina,Knightdale,Wake,1675.0,"{'1_Gbps', '500_Mbps'}","['ticket', 'order']",92.0,690,51,3
F,Florida,Englewood,Sarasota,1670.0,{'500_Mbps'},"['ticket', 'order']",42.0,467,25,3
M,Georgia,Chula,Tift,900.0,{'500_Mbps'},"['ticket', 'order']",40.0,399,24,2
M,Texas,Merkel,Taylor,445.0,{'300_Mbps'},"['ticket', 'order']",25.0,163,34,1
M,Iowa,Cedar,Mahaska,610.0,"{'1_Gbps', '300_Mbps'}","['ticket', 'order']",41.0,270,21,1
M,South Carolina,Olar,Bamberg,445.0,"{'1_Gbps', '300_Mbps', '25_Mbps'}","['ticket', 'order']",23.0,240,63,1
F,New York,Oakdale,Suffolk,855.0,"{'1_Gbps', '500_Mbps'}","['ticket', 'order']",15.0,218,103,1
M,New York,Brooklyn,Kings,415.0,"{'200_Mbps', '500_Mbps'}","['ticket', 'order']",93.0,135,42,1
F,New Mexico,Loving,Eddy,565.0,{'200_Mbps'},"['ticket', 'order']",25.0,276,22,1
M,Texas,Houston,Harris,790.0,"{'1_Gbps', '25_Mbps'}",['order'],0.0,346,50,2
F,Georgia,Eden,Effingham,1285.0,{'500_Mbps'},"['ticket', 'order']",63.0,570,57,2
M,Florida,Bokeelia,Lee,1805.0,"{'1_Gbps', '25_Mbps'}",['order'],0.0,420,26,3
M,Oklahoma,Okemah,Okfuskee,1415.0,"{'200_Mbps', '300_Mbps'}","['ticket', 'order']",43.0,810,25,3
F,New York,Dolgeville,Herkimer,2030.0,"{'200_Mbps', '500_Mbps'}","['ticket', 'order']",17.0,710,38,4
F,Missouri,Kansas City,Clay,465.0,"{'200_Mbps', '300_Mbps'}","['ticket', 'order']",52.0,225,36,1
M,Missouri,Truxton,Warren,645.0,"{'200_Mbps', '300_Mbps', '500_Mbps'}","['ticket', 'order']",7.0,323,62,1
F,Iowa,Lanesboro,Carroll,2356.0,"{'1_Gbps', '300_Mbps'}","['ticket', 'order']",12.0,1200,99,4
M,Arkansas,Poughkeepsie,Sharp,1270.0,{'300_Mbps'},"['ticket', 'order']",15.0,720,29,3
M,Texas,O Brien,Haskell,410.0,"{'100_Mbps', '300_Mbps', '500_Mbps'}","['ticket', 'order']",46.0,120,59,1
M,Missouri,Paris,Monroe,1605.0,"{'1_Gbps', '200_Mbps', '500_Mbps'}","['ticket', 'order']",10.0,900,26,3
M,New York,East Hampton,Suffolk,1470.0,{'300_Mbps'},"['ticket', 'order']",81.0,353,44,3
F,Missouri,New Boston,Linn,1365.0,"{'1_Gbps', '200_Mbps', '300_Mbps'}","['ticket', 'order']",8.0,630,45,2
F,Texas,San Antonio,Bexar,1375.0,"{'100_Mbps', '500_Mbps'}","['ticket', 'order']",22.0,873,82,3
F,North Carolina,Battleboro,Nash,1155.0,"{'200_Mbps', '100_Mbps'}",['order'],0.0,780,34,3
F,Texas,Wharton,Wharton,130.0,{'300_Mbps'},None,0.0,0,40,1
F,Florida,Mexico Beach,Bay,145.0,{'1_Gbps'},None,0.0,0,26,1
M,Pennsylvania,Spring Run,Franklin,1190.0,{'200_Mbps'},"['ticket', 'order']",29.0,525,62,2
F,Oklahoma,Stratford,Garvin,145.0,{'1_Gbps'},None,0.0,0,39,0
F,Texas,Houston,Harris,1180.0,{'100_Mbps'},['order'],0.0,840,23,3
F,Iowa,Miles,Jackson,485.0,{'500_Mbps'},"['ticket', 'order']",48.0,142,61,1
F,Kentucky,Junction City,Boyle,1380.0,{'100_Mbps'},"['ticket', 'order']",5.0,846,28,3
F,Alabama,Locust Fork,Blount,445.0,{'200_Mbps'},"['ticket', 'order']",5.0,240,75,1
F,Mississippi,Bude,Franklin,1220.0,{'300_Mbps'},"['ticket', 'order']",40.0,362,62,2
F,Oklahoma,Lawton,Comanche,220.0,{'300_Mbps'},"['ticket', 'order']",21.0,60,25,1
M,New York,Stanfordville,Dutchess,245.0,{'200_Mbps'},"['ticket', 'order']",52.0,90,21,1
M,Alabama,Range,Conecuh,980.0,{'25_Mbps'},"['ticket', 'order']",26.0,449,86,3
M,Florida,Palm Coast,Flagler,1420.0,"{'200_Mbps', '300_Mbps', '500_Mbps'}","['ticket', 'order']",36.0,411,21,3
M,Ohio,West Milton,Miami,1300.0,"{'1_Gbps', '200_Mbps', '100_Mbps', '500_Mbps'}","['ticket', 'order']",20.0,600,28,2
F,Missouri,High Ridge,Jefferson,2296.0,{'1_Gbps'},"['ticket', 'order']",23.0,532,27,3
F,New York,Lakeville,Livingston,2015.0,"{'1_Gbps', '25_Mbps'}","['ticket', 'order']",118.0,901,45,3
M,Texas,Van,Van Zandt,740.0,{'200_Mbps'},"['ticket', 'order']",17.0,422,40,2
F,New York,Surprise,Greene,1880.0,"{'300_Mbps', '500_Mbps', '25_Mbps'}","['ticket', 'order']",14.0,673,27,4
F,Pennsylvania,Scotland,Franklin,1020.0,{'300_Mbps'},"['ticket', 'order']",33.0,392,34,2
M,Oklahoma,Isabella,Major,1360.0,"{'1_Gbps', '100_Mbps', '300_Mbps'}","['ticket', 'order']",51.0,660,21,2
M,Iowa,Imogene,Fremont,615.0,"{'100_Mbps', '500_Mbps', '25_Mbps'}","['ticket', 'order']",35.0,390,19,2
F,Iowa,Bryant,Clinton,610.0,"{'500_Mbps', '25_Mbps'}","['ticket', 'order']",30.0,293,48,1
F,Iowa,Minden,Pottawattamie,1305.0,"{'1_Gbps', '100_Mbps', '500_Mbps'}","['ticket', 'order']",1.0,630,55,2
M,New York,Moravia,Cayuga,935.0,"{'100_Mbps', '500_Mbps'}","['ticket', 'order']",14.0,285,55,2
F,Oklahoma,Ketchum,Craig,740.0,{'100_Mbps'},"['ticket', 'order']",48.0,510,31,2
F,Arkansas,Little Rock,Pulaski,120.0,{'100_Mbps'},None,0.0,0,37,0
F,Kentucky,Hardin,Marshall,1110.0,"{'200_Mbps', '100_Mbps', '25_Mbps'}","['ticket', 'order']",6.0,620,36,3
F,Texas,Beaumont,Jefferson,805.0,{'1_Gbps'},"['ticket', 'order']",68.0,282,69,1
M,Minnesota,Glencoe,McLeod,295.0,{'100_Mbps'},"['ticket', 'order']",50.0,57,21,1
M,North Carolina,Pinehurst,Moore,570.0,"{'100_Mbps', '25_Mbps'}","['ticket', 'order']",21.0,450,68,2
M,Oklahoma,Camargo,Dewey,1190.0,{'1_Gbps'},"['ticket', 'order']",5.0,510,25,2
F,New York,Castle Creek,Broome,1065.0,{'500_Mbps'},"['ticket', 'order']",86.0,540,69,2
F,Pennsylvania,Oliver,Fayette,950.0,"{'200_Mbps', '100_Mbps'}","['ticket', 'order']",23.0,630,97,2
F,Florida,Pensacola,Escambia,770.0,{'25_Mbps'},"['ticket', 'order']",23.0,443,64,2
F,Texas,Carrollton,Denton,1040.0,"{'200_Mbps', '300_Mbps'}",['order'],0.0,450,47,2
M,New York,Orangeburg,Rockland,1515.0,{'1_Gbps'},"['ticket', 'order']",24.0,495,64,2
M,Alabama,Vincent,Shelby,865.0,{'1_Gbps'},"['ticket', 'order']",11.0,293,28,1
M,Arkansas,Carlisle,Lonoke,435.0,{'100_Mbps'},"['ticket', 'order']",27.0,178,62,1
F,Kentucky,Middleburg,Casey,820.0,{'100_Mbps'},"['ticket', 'order']",65.0,295,35,2
M,Kentucky,East Bernstadt,Laurel,1190.0,{'200_Mbps'},['order'],0.0,257,66,2
F,Iowa,Randolph,Fremont,205.0,{'1_Gbps'},"['ticket', 'order']",5.0,14,40,0
M,Pennsylvania,Roaring Spring,Blair,850.0,"{'100_Mbps', '25_Mbps'}","['ticket', 'order']",5.0,307,55,2
F,Texas,Austin,Travis,1235.0,{'200_Mbps'},"['ticket', 'order']",25.0,780,48,3
M,North Carolina,Casar,Cleveland,570.0,"{'200_Mbps', '100_Mbps'}",['order'],0.0,227,53,1
F,Mississippi,Saltillo,Lee,1230.0,{'500_Mbps'},"['ticket', 'order']",31.0,548,33,2
F,Ohio,Lowellville,Mahoning,680.0,{'25_Mbps'},['order'],0.0,0,36,2
M,New York,Greene,Chenango,1255.0,{'1_Gbps'},['order'],0.0,0,55,2
M,New York,Sagaponack,Suffolk,1945.0,{'500_Mbps'},['order'],0.0,729,53,3
M,Texas,Buffalo,Leon,2064.0,"{'1_Gbps', '100_Mbps', '25_Mbps'}","['ticket', 'order']",41.0,960,23,3
F,Minnesota,Twin Lakes,Freeborn,695.0,"{'300_Mbps', '500_Mbps', '25_Mbps'}","['ticket', 'order']",40.0,344,20,1
F,Pennsylvania,Summerdale,Cumberland,500.0,{'25_Mbps'},"['ticket', 'order']",64.0,297,19,2
F,North Carolina,Stonewall,Pamlico,225.0,{'100_Mbps'},"['ticket', 'order']",81.0,83,20,1
F,Florida,Santa Rosa Beach,Walton,1690.0,"{'1_Gbps', '100_Mbps', '500_Mbps'}","['ticket', 'order']",52.0,780,57,3
F,Oklahoma,Chattanooga,Comanche,440.0,"{'200_Mbps', '25_Mbps'}","['ticket', 'order']",9.0,270,25,1
M,Florida,Saint Petersburg,Pinellas,1340.0,"{'1_Gbps', '100_Mbps', '300_Mbps'}","['ticket', 'order']",23.0,570,40,2
M,Pennsylvania,Dawson,Fayette,570.0,"{'100_Mbps', '25_Mbps'}","['ticket', 'order']",47.0,288,96,2
F,Pennsylvania,Johnstown,Cambria,570.0,"{'300_Mbps', '25_Mbps'}","['ticket', 'order']",25.0,288,28,1
M,Ohio,Hamilton,Butler,1105.0,"{'1_Gbps', '100_Mbps', '25_Mbps'}","['ticket', 'order']",13.0,390,27,2
M,Alabama,Birmingham,Jefferson,1100.0,{'200_Mbps'},"['ticket', 'order']",103.0,577,40,2
F,Georgia,Lithonia,DeKalb,205.0,{'1_Gbps'},"['ticket', 'order']",42.0,25,19,1
F,Pennsylvania,Scranton,Lackawanna,310.0,{'25_Mbps'},['order'],0.0,0,51,1
F,Pennsylvania,Philadelphia,Philadelphia,1400.0,{'25_Mbps'},"['ticket', 'order']",33.0,1262,44,4
M,Georgia,Rhine,Dodge,1010.0,"{'300_Mbps', '25_Mbps'}","['ticket', 'order']",16.0,459,60,2
M,Oklahoma,Mannsville,Johnston,1645.0,{'1_Gbps'},"['ticket', 'order']",9.0,669,26,2
F,Texas,Austin,Travis,635.0,{'500_Mbps'},"['ticket', 'order']",27.0,215,39,1
M,Texas,Krum,Denton,590.0,"{'1_Gbps', '100_Mbps', '500_Mbps'}","['ticket', 'order']",23.0,240,52,1
M,Mississippi,Foxworth,Marion,920.0,{'300_Mbps'},"['ticket', 'order']",23.0,362,23,2
M,Florida,Fort Lauderdale,Broward,965.0,{'200_Mbps'},"['ticket', 'order']",134.0,492,21,2
F,Kentucky,Masonic Home,Jefferson,1175.0,{'500_Mbps'},"['ticket', 'order']",4.0,358,47,2
F,Texas,Harwood,Gonzales,135.0,{'25_Mbps'},"['ticket', 'order']",47.0,30,68,1
M,Iowa,Massena,Cass,665.0,"{'200_Mbps', '300_Mbps'}","['ticket', 'order']",19.0,330,46,2
F,Pennsylvania,Riddlesburg,Bedford,1905.0,{'1_Gbps'},"['ticket', 'order']",7.0,797,38,3
F,Missouri,Kansas City,Jackson,405.0,"{'100_Mbps', '300_Mbps'}","['ticket', 'order']",7.0,120,67,1
