gender,state,city,county,amount,plan,event_type,daystoresolve,event_date_gap,age,service
F,Texas,Van Vleck,Matagorda,1175.0,{'500_Mbps'},"['ticket', 'order']",44.0,600,30,2
F,Mississippi,Pickens,Yazoo,495.0,"{'1_Gbps', '500_Mbps', '25_Mbps'}","['ticket', 'order']",38.0,240,46,1
F,Alabama,Montgomery,Montgomery,1435.0,"{'1_Gbps', '200_Mbps'}","['ticket', 'order']",46.0,780,35,3
F,Iowa,Brighton,Washington,470.0,{'25_Mbps'},"['ticket', 'order']",69.0,420,84,2
M,Texas,Coleman,Coleman,1020.0,"{'1_Gbps', '200_Mbps'}","['ticket', 'order']",39.0,533,20,2
M,Minnesota,Maple Plain,Hennepin,1460.0,{'200_Mbps'},['order'],0.0,0,30,3
M,Georgia,Evans,Columbia,445.0,{'200_Mbps'},['order'],0.0,0,104,1
F,Nebraska,Omaha,Douglas,325.0,{'200_Mbps'},"['ticket', 'order']",13.0,150,53,1
F,South Carolina,Summerton,Clarendon,1285.0,{'500_Mbps'},['order'],0.0,660,48,2
F,Missouri,Oxly,Ripley,565.0,"{'1_Gbps', '200_Mbps', '300_Mbps', '500_Mbps'}","['ticket', 'order']",25.0,242,48,1
F,Oklahoma,Billings,Noble,1300.0,{'100_Mbps'},"['ticket', 'order']",6.0,930,63,3
M,Pennsylvania,Felton,York,1880.0,"{'200_Mbps', '25_Mbps'}","['ticket', 'order']",63.0,1230,45,4
M,Nebraska,Bradshaw,York,1305.0,"{'200_Mbps', '500_Mbps', '25_Mbps'}","['ticket', 'order']",24.0,606,27,3
M,Florida,Merritt Island,Brevard,1120.0,{'500_Mbps'},"['ticket', 'order']",0.0,87,44,2
M,Georgia,Jakin,Early,785.0,{'200_Mbps'},['order'],0.0,0,82,2
M,Pennsylvania,Philadelphia,Philadelphia,470.0,{'25_Mbps'},"['ticket', 'order']",23.0,369,49,2
F,Florida,Fort Myers,Lee,135.0,{'25_Mbps'},['order'],0.0,0,74,1
F,Iowa,Soldier,Monona,410.0,{'25_Mbps'},"['ticket', 'order']",1.0,360,69,1
F,North Carolina,Deep Run,Lenoir,620.0,{'25_Mbps'},"['ticket', 'order']",2.0,136,21,2
M,New York,Keene Valley,Essex,505.0,"{'1_Gbps', '200_Mbps'}","['ticket', 'order']",16.0,150,30,1
M,Ohio,Johnstown,Licking,1370.0,{'300_Mbps'},"['ticket', 'order']",4.0,622,58,3
M,New York,Garrison,Putnam,245.0,{'200_Mbps'},"['ticket', 'order']",49.0,90,36,1
F,Minnesota,Elmore,Faribault,325.0,{'1_Gbps'},"['ticket', 'order']",50.0,86,19,1
F,South Carolina,Buffalo,Union,1340.0,"{'100_Mbps', '300_Mbps'}","['ticket', 'order']",17.0,169,23,3
F,North Carolina,Fayetteville,Cumberland,1190.0,"{'1_Gbps', '200_Mbps', '100_Mbps'}","['ticket', 'order']",16.0,660,25,2
F,Iowa,Monroe,Jasper,710.0,{'25_Mbps'},['order'],0.0,660,40,2
M,New York,Durhamville,Oneida,830.0,{'200_Mbps'},"['ticket', 'order']",11.0,481,46,2
F,Kentucky,Pilgrim,Martin,890.0,"{'100_Mbps', '300_Mbps'}","['ticket', 'order']",22.0,450,41,2
F,Georgia,Arlington,Calhoun,1560.0,{'500_Mbps'},"['ticket', 'order']",11.0,810,20,3
F,North Carolina,Camden,Camden,1010.0,{'500_Mbps'},"['ticket', 'order']",41.0,421,45,2
F,New York,Pine Hill,Ulster,890.0,{'25_Mbps'},['order'],0.0,692,29,3
M,Iowa,Grafton,Worth,720.0,{'300_Mbps'},"['ticket', 'order']",41.0,390,51,2
F,New York,Pitcher,Chenango,1450.0,{'500_Mbps'},"['ticket', 'order']",61.0,750,22,3
F,New Mexico,Medanales,Rio Arriba,615.0,"{'200_Mbps', '300_Mbps', '500_Mbps', '25_Mbps'}","['ticket', 'order']",31.0,360,41,1
F,Mississippi,Whitfield,Rankin,1140.0,"{'200_Mbps', '100_Mbps', '500_Mbps', '25_Mbps'}",['order'],0.0,660,31,2
M,Texas,Nacogdoches,Nacogdoches,360.0,"{'100_Mbps', '500_Mbps'}","['ticket', 'order']",8.0,91,24,1
M,Florida,Monticello,Jefferson,330.0,{'100_Mbps'},['order'],0.0,180,32,1
M,Pennsylvania,Lakewood,Wayne,1340.0,"{'100_Mbps', '300_Mbps'}","['ticket', 'order']",0.0,840,68,3
M,Kentucky,Eddyville,Lyon,445.0,{'1_Gbps'},"['ticket', 'order']",27.0,150,28,1
M,New York,Kerhonkson,Ulster,500.0,{'25_Mbps'},"['ticket', 'order']",20.0,185,40,2
M,South Carolina,Una,Spartanburg,875.0,{'200_Mbps'},"['ticket', 'order']",17.0,304,73,2
F,Texas,Priddy,Mills,630.0,"{'200_Mbps', '500_Mbps', '25_Mbps'}","['ticket', 'order']",45.0,360,57,2
M,Nebraska,Elgin,Antelope,830.0,{'25_Mbps'},"['ticket', 'order']",25.0,663,26,3
M,Nebraska,Manley,Cass,945.0,"{'200_Mbps', '500_Mbps'}","['ticket', 'order']",5.0,480,66,2
M,Missouri,Commerce,Scott,1130.0,"{'100_Mbps', '25_Mbps'}","['ticket', 'order']",28.0,870,54,3
F,Alabama,Anniston,Calhoun,765.0,"{'200_Mbps', '300_Mbps'}","['ticket', 'order']",15.0,450,97,2
F,Kentucky,Hartford,Ohio,570.0,"{'300_Mbps', '500_Mbps'}","['ticket', 'order']",24.0,149,66,1
M,New Mexico,La Plata,San Juan,1775.0,{'1_Gbps'},"['ticket', 'order']",24.0,519,52,3
M,Florida,Port Saint Lucie,St. Lucie,610.0,"{'300_Mbps', '25_Mbps'}","['ticket', 'order']",29.0,480,60,2
F,Nebraska,Douglas,Otoe,1010.0,{'200_Mbps'},"['ticket', 'order']",64.0,538,63,2
F,Pennsylvania,Lebanon,Lebanon,1370.0,{'200_Mbps'},"['ticket', 'order']",14.0,701,58,3
M,Alabama,Faunsdale,Marengo,1230.0,{'500_Mbps'},"['ticket', 'order']",35.0,528,58,2
M,New York,Chenango Forks,Broome,2550.0,{'500_Mbps'},"['ticket', 'order']",47.0,941,107,4
M,Pennsylvania,Brockport,Elk,1435.0,"{'1_Gbps', '25_Mbps'}","['ticket', 'order']",22.0,609,22,2
F,Pennsylvania,Kresgeville,Monroe,1595.0,{'200_Mbps'},"['ticket', 'order']",16.0,967,52,3
M,Texas,Hungerford,Wharton,805.0,{'1_Gbps'},"['ticket', 'order']",49.0,291,70,1
M,Iowa,Bode,Humboldt,560.0,"{'200_Mbps', '25_Mbps'}","['ticket', 'order']",26.0,360,58,2
M,Pennsylvania,Dover,York,540.0,"{'100_Mbps', '300_Mbps', '25_Mbps'}","['ticket', 'order']",35.0,226,44,1
F,Oklahoma,Loyal,Kingfisher,265.0,{'300_Mbps'},"['ticket', 'order']",7.0,90,54,1
M,Alabama,Toxey,Choctaw,385.0,{'25_Mbps'},"['ticket', 'order']",5.0,330,37,1
F,Missouri,Slater,Saline,1520.0,{'300_Mbps'},"['ticket', 'order']",48.0,820,47,3
F,New York,Forest Hills,Queens,1515.0,{'1_Gbps'},"['ticket', 'order']",12.0,450,40,2
M,Oklahoma,Agra,Lincoln,720.0,{'300_Mbps'},"['ticket', 'order']",44.0,390,67,2
M,Minnesota,Mora,Kanabec,1425.0,"{'200_Mbps', '500_Mbps'}","['ticket', 'order']",9.0,797,84,3
M,North Carolina,Brevard,Transylvania,1470.0,{'300_Mbps'},"['ticket', 'order']",20.0,496,43,3
F,Kentucky,Mount Eden,Spencer,620.0,{'25_Mbps'},"['ticket', 'order']",4.0,570,48,2
M,Missouri,Gallatin,Daviess,1175.0,"{'1_Gbps', '300_Mbps'}","['ticket', 'order']",38.0,506,29,2
F,Florida,Fort Lauderdale,Broward,545.0,"{'200_Mbps', '500_Mbps'}","['ticket', 'order']",70.0,235,44,1
M,Texas,Houston,Harris,805.0,"{'500_Mbps', '25_Mbps'}","['ticket', 'order']",14.0,415,51,2
F,Texas,Austin,Travis,545.0,"{'200_Mbps', '25_Mbps'}",['order'],0.0,390,46,2
M,Minnesota,Lindstrom,Chisago,400.0,"{'1_Gbps', '300_Mbps'}","['ticket', 'order']",24.0,120,34,1
F,Missouri,Butler,Bates,1850.0,"{'300_Mbps', '500_Mbps'}","['ticket', 'order']",6.0,806,20,3
M,Iowa,Onslow,Jones,860.0,{'100_Mbps'},['order'],0.0,255,52,2
F,Alabama,Munford,Talladega,1120.0,{'300_Mbps'},"['ticket', 'order']",10.0,303,40,2
M,New York,Albany,Albany,620.0,{'25_Mbps'},"['ticket', 'order']",41.0,570,70,2
M,North Carolina,Wrightsville Beach,New Hanover,860.0,{'100_Mbps'},['order'],0.0,0,55,2
F,Minnesota,Waconia,Carver,1190.0,{'1_Gbps'},"['ticket', 'order']",21.0,323,23,2
F,Pennsylvania,Lattimer Mines,Luzerne,1670.0,{'500_Mbps'},"['ticket', 'order']",8.0,699,21,3
F,Missouri,Worth,Worth,890.0,{'25_Mbps'},"['ticket', 'order']",38.0,840,58,3
F,New York,Coopers Plains,Steuben,525.0,"{'1_Gbps', '25_Mbps'}","['ticket', 'order']",11.0,244,69,1
M,North Carolina,North Wilkesboro,Wilkes,795.0,"{'300_Mbps', '500_Mbps'}","['ticket', 'order']",20.0,343,77,2
F,North Carolina,Fayetteville,Cumberland,190.0,{'100_Mbps'},"['ticket', 'order']",10.0,60,42,1
F,Iowa,Tipton,Cedar,145.0,{'1_Gbps'},None,0.0,0,113,0
F,Ohio,Prospect,Marion,365.0,{'200_Mbps'},"['ticket', 'order']",35.0,114,46,1
F,Iowa,Stratford,Hamilton,685.0,"{'200_Mbps', '100_Mbps'}","['ticket', 'order']",56.0,330,41,2
M,Pennsylvania,North Versailles,Allegheny,820.0,{'100_Mbps'},"['ticket', 'order']",83.0,310,23,2
F,New York,Rochester,Monroe,485.0,{'500_Mbps'},"['ticket', 'order']",4.0,210,67,1
F,New York,Farmersville Station,Cattaraugus,485.0,{'200_Mbps'},"['ticket', 'order']",6.0,270,38,1
F,Oklahoma,Noble,Cleveland,1865.0,{'200_Mbps'},"['ticket', 'order']",42.0,1034,37,4
M,Iowa,Redding,Ringgold,125.0,{'200_Mbps'},None,0.0,0,20,0
M,New York,Staatsburg,Dutchess,1045.0,"{'1_Gbps', '200_Mbps', '25_Mbps'}","['ticket', 'order']",4.0,458,67,2
F,New Mexico,San Antonio,Socorro,900.0,{'500_Mbps'},['order'],0.0,0,28,2
M,Arkansas,Blytheville,Mississippi,315.0,"{'100_Mbps', '25_Mbps'}","['ticket', 'order']",61.0,161,28,1
M,Alabama,Toxey,Choctaw,640.0,"{'100_Mbps', '300_Mbps'}","['ticket', 'order']",51.0,326,54,1
M,New York,West Oneonta,Otsego,1225.0,"{'1_Gbps', '300_Mbps', '25_Mbps'}","['ticket', 'order']",20.0,570,62,2
F,Kentucky,Minerva,Mason,655.0,"{'200_Mbps', '500_Mbps'}","['ticket', 'order']",12.0,360,56,2
F,Texas,Mirando City,Webb,650.0,"{'1_Gbps', '200_Mbps', '100_Mbps'}","['ticket', 'order']",149.0,339,42,1
F,Pennsylvania,Philadelphia,Philadelphia,565.0,{'1_Gbps'},"['ticket', 'order']",8.0,137,46,1
M,Pennsylvania,Gap,Lancaster,500.0,{'25_Mbps'},"['ticket', 'order']",41.0,122,27,2
M,Missouri,Sheldon,Vernon,120.0,{'100_Mbps'},None,0.0,0,25,0
F,Texas,San Antonio,Bexar,1190.0,{'1_Gbps'},['order'],0.0,0,63,2
M,North Carolina,Elon,Alamance,945.0,"{'1_Gbps', '200_Mbps', '300_Mbps'}","['ticket', 'order']",7.0,420,74,2
F,New York,Chautauqua,Chautauqua,445.0,{'300_Mbps'},"['ticket', 'order']",70.0,187,109,1
M,Pennsylvania,Koppel,Beaver,1095.0,"{'100_Mbps', '200_Mbps', '300_Mbps', '500_Mbps'}","['ticket', 'order']",73.0,621,48,2
M,Nebraska,Virginia,Gage,160.0,{'25_Mbps'},"['ticket', 'order']",9.0,51,34,1
F,Nebraska,Greeley,Greeley,870.0,{'300_Mbps'},"['ticket', 'order']",71.0,480,53,2
M,Alabama,Phenix City,Lee,1190.0,{'200_Mbps'},"['ticket', 'order']",21.0,462,20,2
F,Nebraska,Hardy,Nuckolls,1325.0,{'200_Mbps'},['order'],0.0,0,27,3
M,North Carolina,Black Creek,Wilson,1190.0,{'1_Gbps'},['order'],0.0,0,28,2
M,Florida,Boca Raton,Palm Beach,435.0,{'500_Mbps'},"['ticket', 'order']",80.0,126,31,1
F,Arkansas,Harrison,Boone,1060.0,{'1_Gbps'},"['ticket', 'order']",85.0,450,97,2
M,Nebraska,Lincoln,Lancaster,1280.0,{'200_Mbps'},"['ticket', 'order']",28.0,621,29,3
F,Kentucky,Stambaugh,Johnson,1260.0,{'100_Mbps'},"['ticket', 'order']",14.0,688,42,3
F,New York,Buffalo,Erie,1485.0,"{'200_Mbps', '300_Mbps', '100_Mbps', '25_Mbps'}","['ticket', 'order']",57.0,810,51,3
M,North Carolina,Raleigh,Wake,640.0,"{'200_Mbps', '100_Mbps', '500_Mbps', '25_Mbps'}",['order'],0.0,330,26,1
F,Ohio,Trimble,Athens,680.0,"{'200_Mbps', '25_Mbps'}","['ticket', 'order']",7.0,540,21,2
M,Pennsylvania,Shawnee On Delaware,Monroe,680.0,{'25_Mbps'},"['ticket', 'order']",19.0,378,24,2
F,Alabama,Leighton,Colbert,685.0,{'1_Gbps'},"['ticket', 'order']",11.0,270,55,1
M,Pennsylvania,Mahanoy City,Schuylkill,195.0,"{'1_Gbps', '500_Mbps'}","['ticket', 'order']",19.0,54,66,1
M,New York,Kings Park,Suffolk,965.0,{'200_Mbps'},"['ticket', 'order']",17.0,551,22,2
F,Alabama,Guntersville,Marshall,1710.0,{'1_Gbps'},"['ticket', 'order']",17.0,560,60,2
F,Kentucky,Breeding,Adair,1220.0,{'300_Mbps'},"['ticket', 'order']",6.0,84,70,2
M,Kentucky,Goshen,Oldham,895.0,"{'1_Gbps', '25_Mbps'}","['ticket', 'order']",47.0,390,51,2
M,Ohio,Mount Sterling,Madison,1120.0,"{'300_Mbps', '500_Mbps', '25_Mbps'}",['order'],0.0,630,39,2
M,Pennsylvania,Pipersville,Bucks,1260.0,"{'1_Gbps', '500_Mbps'}",['order'],0.0,630,24,2
F,Oklahoma,Sentinel,Washita,1830.0,"{'1_Gbps', '100_Mbps', '300_Mbps'}","['ticket', 'order']",2.0,950,45,3
F,Missouri,Jameson,Daviess,870.0,{'300_Mbps'},"['ticket', 'order']",14.0,318,44,2
F,New York,Schenectady,Schenectady,2276.0,{'500_Mbps'},"['ticket', 'order']",16.0,1200,59,4
M,Ohio,Maumee,Lucas,1325.0,{'200_Mbps'},"['ticket', 'order']",6.0,590,41,3
F,Pennsylvania,Josephine,Indiana,125.0,{'200_Mbps'},None,0.0,0,39,0
M,Mississippi,Coahoma,Coahoma,2290.0,"{'1_Gbps', '200_Mbps', '100_Mbps'}","['ticket', 'order']",14.0,1170,78,4
F,Kentucky,Closplint,Harlan,1315.0,"{'1_Gbps', '200_Mbps', '25_Mbps'}",['order'],0.0,630,57,3
M,South Carolina,Rowesville,Orangeburg,365.0,{'200_Mbps'},"['ticket', 'order']",48.0,148,62,1
M,New York,Cossayuna,Washington,445.0,{'200_Mbps'},"['ticket', 'order']",56.0,168,73,1
F,Ohio,Maria Stein,Mercer,1010.0,{'200_Mbps'},"['ticket', 'order']",15.0,501,23,2
F,South Carolina,Lugoff,Kershaw,325.0,{'200_Mbps'},"['ticket', 'order']",25.0,150,38,1
M,Kentucky,Loretto,Marion,875.0,"{'200_Mbps', '100_Mbps'}",['order'],0.0,330,19,2
M,Nebraska,Ragan,Harlan,1270.0,{'300_Mbps'},['order'],0.0,0,27,2
F,Texas,Nacogdoches,Nacogdoches,1505.0,{'200_Mbps'},"['ticket', 'order']",14.0,650,72,3
F,Texas,Bleiblerville,Austin,260.0,{'100_Mbps'},"['ticket', 'order']",51.0,12,33,1
M,New York,Mineola,Nassau,1670.0,{'300_Mbps'},"['ticket', 'order']",41.0,717,26,3
F,Oklahoma,Kenefic,Johnston,805.0,"{'1_Gbps', '100_Mbps', '25_Mbps'}",['order'],0.0,180,95,2
M,New York,Liverpool,Onondaga,820.0,{'300_Mbps'},"['ticket', 'order']",37.0,342,29,2
F,Texas,Valera,Coleman,2035.0,{'1_Gbps'},"['ticket', 'order']",57.0,752,21,3
M,Iowa,Lehigh,Webster,640.0,"{'100_Mbps', '25_Mbps'}","['ticket', 'order']",77.0,453,55,2
M,Arkansas,Wilmot,Ashley,440.0,{'25_Mbps'},"['ticket', 'order']",81.0,367,21,1
F,Florida,Fort Lauderdale,Broward,1000.0,"{'200_Mbps', '500_Mbps'}","['ticket', 'order']",11.0,240,73,2
M,Texas,Baytown,Harris,135.0,{'500_Mbps'},None,0.0,0,28,1
F,Ohio,Martins Ferry,Belmont,780.0,{'100_Mbps'},"['ticket', 'order']",25.0,540,38,2
F,Kentucky,Putney,Harlan,1095.0,"{'200_Mbps', '300_Mbps', '100_Mbps'}","['ticket', 'order']",16.0,630,27,2
F,New York,Mayfield,Fulton,1050.0,"{'100_Mbps', '25_Mbps'}","['ticket', 'order']",16.0,630,21,3
M,New Mexico,Miami,Colfax,740.0,{'200_Mbps'},"['ticket', 'order']",22.0,450,97,2
M,Florida,Wildwood,Sumter,325.0,{'1_Gbps'},"['ticket', 'order']",26.0,90,25,1
F,Florida,Grant,Brevard,120.0,{'100_Mbps'},None,0.0,0,69,1
M,Florida,Pompano Beach,Broward,530.0,{'25_Mbps'},"['ticket', 'order']",48.0,431,31,2
M,Minnesota,Northome,Koochiching,315.0,"{'300_Mbps', '500_Mbps'}","['ticket', 'order']",17.0,110,24,1
F,Texas,Houston,Harris,2556.0,{'1_Gbps'},"['ticket', 'order']",8.0,444,28,4
M,New York,Bronx,Bronx,975.0,"{'200_Mbps', '100_Mbps', '500_Mbps'}","['ticket', 'order']",37.0,630,45,2
F,Florida,Vero Beach,Indian River,1175.0,{'500_Mbps'},"['ticket', 'order']",9.0,358,43,2
F,Ohio,North Jackson,Mahoning,1170.0,{'300_Mbps'},"['ticket', 'order']",23.0,354,42,2
F,Missouri,East Prairie,Mississippi,580.0,{'100_Mbps'},"['ticket', 'order']",12.0,390,44,2
F,Minnesota,Eden Prairie,Hennepin,705.0,"{'1_Gbps', '100_Mbps', '500_Mbps'}","['ticket', 'order']",32.0,300,94,1
F,Florida,Floral City,Citrus,920.0,{'300_Mbps'},"['ticket', 'order']",14.0,510,75,2
F,Kentucky,Caneyville,Grayson,505.0,{'1_Gbps'},"['ticket', 'order']",53.0,180,44,1
M,Iowa,Elkport,Clayton,475.0,"{'200_Mbps', '100_Mbps'}","['ticket', 'order']",18.0,182,84,1
M,Mississippi,Aberdeen,Monroe,340.0,"{'1_Gbps', '300_Mbps'}","['ticket', 'order']",26.0,120,66,1
F,Iowa,Ottosen,Humboldt,770.0,{'25_Mbps'},"['ticket', 'order']",19.0,570,27,2
F,Ohio,Bowling Green,Wood,190.0,{'100_Mbps'},"['ticket', 'order']",23.0,60,53,1
M,Florida,Sarasota,Sarasota,365.0,{'200_Mbps'},['order'],0.0,0,36,1
M,New York,Grand Gorge,Delaware,135.0,{'500_Mbps'},None,0.0,0,79,0
F,Pennsylvania,Smithton,Westmoreland,945.0,"{'200_Mbps', '100_Mbps', '500_Mbps'}","['ticket', 'order']",39.0,570,30,2
M,Pennsylvania,Buckingham,Bucks,265.0,{'300_Mbps'},"['ticket', 'order']",14.0,49,35,1
M,Ohio,Hopedale,Harrison,1545.0,"{'1_Gbps', '500_Mbps'}","['ticket', 'order']",11.0,780,20,3
M,Florida,Madison,Madison,1420.0,{'300_Mbps'},"['ticket', 'order']",27.0,502,44,3
M,Mississippi,Vaiden,Carroll,1670.0,{'500_Mbps'},"['ticket', 'order']",34.0,870,23,3
M,Kentucky,Dexter,Calloway,1505.0,"{'300_Mbps', '500_Mbps', '25_Mbps'}","['ticket', 'order']",25.0,842,28,3
M,Alabama,Northport,Tuscaloosa,1385.0,{'1_Gbps'},"['ticket', 'order']",11.0,311,32,2
F,New York,Wolcott,Wayne,135.0,{'500_Mbps'},None,0.0,0,61,0
M,Kentucky,Louisville,Jefferson,505.0,"{'300_Mbps', '100_Mbps', '500_Mbps'}",['order'],0.0,180,51,1
F,Iowa,Lawler,Chickasaw,365.0,{'100_Mbps'},"['ticket', 'order']",15.0,210,55,1
F,Missouri,Maysville,DeKalb,560.0,{'25_Mbps'},"['ticket', 'order']",57.0,404,37,2
M,Missouri,Carthage,Jasper,1775.0,{'1_Gbps'},"['ticket', 'order']",1.0,500,25,3
M,Pennsylvania,Pittsburgh,Allegheny,900.0,{'100_Mbps'},"['ticket', 'order']",35.0,630,32,2
M,Mississippi,Lawrence,Newton,1125.0,{'1_Gbps'},"['ticket', 'order']",14.0,110,54,2
M,Kentucky,Mc Daniels,Breckinridge,860.0,"{'1_Gbps', '100_Mbps', '25_Mbps'}","['ticket', 'order']",50.0,450,56,2
M,North Carolina,Winston Salem,Forsyth,405.0,"{'1_Gbps', '200_Mbps'}","['ticket', 'order']",42.0,150,97,1
M,Kentucky,Hardinsburg,Breckinridge,270.0,"{'1_Gbps', '25_Mbps'}","['ticket', 'order']",54.0,139,44,1
M,Minnesota,Andover,Anoka,1525.0,"{'1_Gbps', '300_Mbps', '500_Mbps'}","['ticket', 'order']",22.0,540,86,2
F,Oklahoma,Bokchito,Bryan,1955.0,"{'1_Gbps', '200_Mbps', '300_Mbps'}","['ticket', 'order']",17.0,990,58,4
F,Pennsylvania,Pittsburgh,Allegheny,650.0,{'25_Mbps'},"['ticket', 'order']",7.0,374,82,2
M,North Carolina,Greensboro,Guilford,1145.0,"{'1_Gbps', '100_Mbps', '25_Mbps'}","['ticket', 'order']",17.0,570,28,2
F,Arkansas,Hiwasse,Benton,1230.0,{'500_Mbps'},"['ticket', 'order']",16.0,527,27,2
F,Florida,Saint Petersburg,Pinellas,820.0,{'100_Mbps'},"['ticket', 'order']",29.0,554,44,2
F,Texas,Hamilton,Hamilton,285.0,{'200_Mbps'},"['ticket', 'order']",36.0,120,45,1
M,Texas,Rule,Haskell,1050.0,"{'100_Mbps', '300_Mbps'}","['ticket', 'order']",36.0,660,75,2
F,Florida,Clermont,Lake,700.0,"{'300_Mbps', '25_Mbps'}","['ticket', 'order']",46.0,630,57,2
F,Pennsylvania,York Haven,York,480.0,"{'200_Mbps', '500_Mbps', '25_Mbps'}",['order'],0.0,270,33,1
F,New York,Westmoreland,Oneida,530.0,"{'1_Gbps', '200_Mbps', '100_Mbps'}","['ticket', 'order']",23.0,282,25,1
F,New Mexico,Ojo Caliente,Rio Arriba,440.0,"{'200_Mbps', '100_Mbps'}",['order'],0.0,270,28,1
F,Iowa,Ellston,Ringgold,620.0,"{'200_Mbps', '25_Mbps'}","['ticket', 'order']",47.0,510,64,2
M,Pennsylvania,Philadelphia,Philadelphia,1060.0,"{'200_Mbps', '300_Mbps'}","['ticket', 'order']",21.0,431,20,2
M,Florida,Penney Farms,Clay,2360.0,"{'200_Mbps', '500_Mbps', '25_Mbps'}","['ticket', 'order']",80.0,1257,58,4
F,New York,Marcellus,Onondaga,1090.0,"{'1_Gbps', '200_Mbps', '500_Mbps', '25_Mbps'}","['ticket', 'order']",39.0,540,39,2
M,Missouri,Kansas City,Jackson,2684.0,{'1_Gbps'},"['ticket', 'order']",4.0,506,26,4
M,New Mexico,San Jon,Quay,490.0,"{'200_Mbps', '25_Mbps'}",['order'],0.0,300,48,1
F,Pennsylvania,Biglerville,Adams,830.0,{'200_Mbps'},"['ticket', 'order']",12.0,510,71,2
F,Missouri,Shelbyville,Shelby,740.0,"{'200_Mbps', '300_Mbps', '25_Mbps'}",['order'],0.0,420,76,2
F,Iowa,Odebolt,Sac,1835.0,{'500_Mbps'},"['ticket', 'order']",15.0,173,90,3
M,Ohio,Cambridge,Guernsey,1220.0,"{'1_Gbps', '200_Mbps', '500_Mbps'}","['ticket', 'order']",11.0,438,31,2
F,Kentucky,Louisville,Jefferson,1230.0,{'500_Mbps'},"['ticket', 'order']",19.0,630,61,2
M,Georgia,Ochlocknee,Thomas,1010.0,"{'200_Mbps', '25_Mbps'}","['ticket', 'order']",16.0,780,50,3
F,Texas,Fort Worth,Tarrant,655.0,"{'100_Mbps', '500_Mbps'}","['ticket', 'order']",18.0,259,65,1
M,Texas,Paige,Bastrop,760.0,"{'1_Gbps', '100_Mbps', '500_Mbps'}","['ticket', 'order']",78.0,450,27,2
F,New York,Ellenburg,Clinton,1040.0,"{'100_Mbps', '300_Mbps'}","['ticket', 'order']",27.0,309,71,2
M,Texas,Killeen,Bell,820.0,{'100_Mbps'},['order'],0.0,0,86,2
F,South Carolina,Inman,Spartanburg,1420.0,"{'200_Mbps', '300_Mbps', '25_Mbps'}","['ticket', 'order']",19.0,680,50,3
M,Minnesota,Mentor,Polk,195.0,"{'1_Gbps', '500_Mbps'}",['order'],0.0,30,71,0
F,Minnesota,Rochester,Olmsted,950.0,{'25_Mbps'},"['ticket', 'order']",13.0,900,73,3
M,Minnesota,Aitkin,Aitkin,750.0,"{'1_Gbps', '200_Mbps'}","['ticket', 'order']",19.0,313,37,1
F,Arkansas,Fordyce,Dallas,445.0,{'200_Mbps'},"['ticket', 'order']",7.0,161,25,1
M,North Carolina,Boonville,Yadkin,1360.0,"{'300_Mbps', '100_Mbps', '500_Mbps'}","['ticket', 'order']",31.0,750,33,3
M,Ohio,Conover,Shelby,185.0,{'25_Mbps'},"['ticket', 'order']",30.0,80,48,1
M,Florida,Hialeah,Miami-Dade,1100.0,"{'200_Mbps', '300_Mbps', '500_Mbps'}","['ticket', 'order']",49.0,414,26,2
M,Florida,Jacksonville,Duval,145.0,{'1_Gbps'},None,0.0,0,64,0
M,Pennsylvania,Muncy Valley,Sullivan,530.0,{'25_Mbps'},"['ticket', 'order']",40.0,363,75,2
F,Texas,Bells,Grayson,1530.0,"{'100_Mbps', '300_Mbps'}","['ticket', 'order']",59.0,913,23,3
F,Pennsylvania,Fort Washington,Montgomery,1560.0,{'500_Mbps'},"['ticket', 'order']",19.0,93,36,3
F,Alabama,Henagar,DeKalb,220.0,{'300_Mbps'},"['ticket', 'order']",6.0,60,43,1
M,Pennsylvania,Pittsburgh,Allegheny,560.0,"{'100_Mbps', '200_Mbps', '300_Mbps'}","['ticket', 'order']",16.0,330,40,1
M,Pennsylvania,South Fork,Cambria,625.0,{'1_Gbps'},['order'],0.0,240,25,1
F,New York,Locust Valley,Nassau,1120.0,{'500_Mbps'},"['ticket', 'order']",68.0,520,25,2
F,Pennsylvania,Media,Delaware,1810.0,"{'300_Mbps', '500_Mbps'}","['ticket', 'order']",18.0,840,60,3
F,Ohio,North Olmsted,Cuyahoga,1040.0,{'25_Mbps'},"['ticket', 'order']",40.0,665,52,3
M,South Carolina,Fork,Dillon,400.0,{'100_Mbps'},"['ticket', 'order']",45.0,240,39,1
M,Alabama,Killen,Lauderdale,130.0,{'300_Mbps'},None,0.0,0,19,0
M,Pennsylvania,Falls,Wyoming,1770.0,{'300_Mbps'},"['ticket', 'order']",5.0,859,41,3
M,New Mexico,La Loma,Guadalupe,500.0,"{'200_Mbps', '25_Mbps'}","['ticket', 'order']",9.0,208,64,1
M,Kentucky,Glendale,Hardin,825.0,"{'200_Mbps', '100_Mbps'}",['order'],0.0,333,37,2
M,Iowa,Lake View,Sac,550.0,"{'300_Mbps', '25_Mbps'}","['ticket', 'order']",2.0,480,28,2
F,Missouri,Joplin,Jasper,860.0,{'100_Mbps'},['order'],0.0,600,26,2
F,Florida,Jacksonville,Duval,265.0,{'1_Gbps'},"['ticket', 'order']",16.0,60,30,1
